,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CHỈ SỐ CHUNG,112.63,118.43,103.43,105.25,103.26,99.42,99.39,102.82,103.09,101.25,99.40,102.91,104.24
