,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Năm trước =100,109.19,118.58,109.21,106.60,104.09,100.63,102.66,103.53,103.54,102.79,103.23,101.84,103.15
